Name,Value,Start,Size,Type,Color,Comment
AABBs[110],,3870h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.039463, 0.0531252, 0.0966205, 1)",3870h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.039463,3870h,4h,float,Fg: Bg:0x400040,
y,0.05312519,3874h,4h,float,Fg: Bg:0x400040,
z,0.0966205,3878h,4h,float,Fg: Bg:0x400040,
w,1,387Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.169432, -0.353415, -0.113882, 1)",3880h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1694322,3880h,4h,float,Fg: Bg:0x400040,
y,-0.3534148,3884h,4h,float,Fg: Bg:0x400040,
z,-0.1138817,3888h,4h,float,Fg: Bg:0x400040,
w,1,388Ch,4h,float,Fg: Bg:0x400040,
AABBs[111],,3890h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(5.06e-05, -0.000585651, 0.109621, 1)",3890h,10h,struct Vector4,Fg: Bg:0x400040,
x,5.06e-05,3890h,4h,float,Fg: Bg:0x400040,
y,-0.0005856514,3894h,4h,float,Fg: Bg:0x400040,
z,0.1096212,3898h,4h,float,Fg: Bg:0x400040,
w,1,389Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.169432, -0.493082, -0.113882, 1)",38A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1694322,38A0h,4h,float,Fg: Bg:0x400040,
y,-0.4930815,38A4h,4h,float,Fg: Bg:0x400040,
z,-0.1138817,38A8h,4h,float,Fg: Bg:0x400040,
w,1,38ACh,4h,float,Fg: Bg:0x400040,
AABBs[112],,38B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0219608, -0.304852, 0.0845939, 1)",38B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0219608,38B0h,4h,float,Fg: Bg:0x400040,
y,-0.3048525,38B4h,4h,float,Fg: Bg:0x400040,
z,0.0845939,38B8h,4h,float,Fg: Bg:0x400040,
w,1,38BCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.157532, -0.540632, -0.068242, 1)",38C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.157532,38C0h,4h,float,Fg: Bg:0x400040,
y,-0.5406323,38C4h,4h,float,Fg: Bg:0x400040,
z,-0.06824201,38C8h,4h,float,Fg: Bg:0x400040,
w,1,38CCh,4h,float,Fg: Bg:0x400040,
AABBs[113],,38D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0589231, 0.503511, 0.0621782, 1)",38D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0589231,38D0h,4h,float,Fg: Bg:0x400040,
y,0.5035111,38D4h,4h,float,Fg: Bg:0x400040,
z,0.0621782,38D8h,4h,float,Fg: Bg:0x400040,
w,1,38DCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0589216, 0.380413, -0.0603248, 1)",38E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0589216,38E0h,4h,float,Fg: Bg:0x400040,
y,0.3804127,38E4h,4h,float,Fg: Bg:0x400040,
z,-0.0603248,38E8h,4h,float,Fg: Bg:0x400040,
w,1,38ECh,4h,float,Fg: Bg:0x400040,
AABBs[114],,38F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.114769, 0.659412, -0.0290992, 1)",38F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1147694,38F0h,4h,float,Fg: Bg:0x400040,
y,0.6594121,38F4h,4h,float,Fg: Bg:0x400040,
z,-0.0290992,38F8h,4h,float,Fg: Bg:0x400040,
w,1,38FCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.102201, 0.441621, -0.144834, 1)",3900h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1022012,3900h,4h,float,Fg: Bg:0x400040,
y,0.4416208,3904h,4h,float,Fg: Bg:0x400040,
z,-0.1448337,3908h,4h,float,Fg: Bg:0x400040,
w,1,390Ch,4h,float,Fg: Bg:0x400040,
AABBs[115],,3910h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.117129, 0.61795, 0.0595885, 1)",3910h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1171287,3910h,4h,float,Fg: Bg:0x400040,
y,0.6179503,3914h,4h,float,Fg: Bg:0x400040,
z,0.0595885,3918h,4h,float,Fg: Bg:0x400040,
w,1,391Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.113807, 0.418857, -0.145387, 1)",3920h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1138073,3920h,4h,float,Fg: Bg:0x400040,
y,0.4188565,3924h,4h,float,Fg: Bg:0x400040,
z,-0.1453868,3928h,4h,float,Fg: Bg:0x400040,
w,1,392Ch,4h,float,Fg: Bg:0x400040,
AABBs[116],,3930h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.133604, 0.653534, 0.0891529, 1)",3930h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1336038,3930h,4h,float,Fg: Bg:0x400040,
y,0.6535336,3934h,4h,float,Fg: Bg:0x400040,
z,0.0891529,3938h,4h,float,Fg: Bg:0x400040,
w,1,393Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0337783, 0.439955, -0.135758, 1)",3940h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0337783,3940h,4h,float,Fg: Bg:0x400040,
y,0.4399548,3944h,4h,float,Fg: Bg:0x400040,
z,-0.1357577,3948h,4h,float,Fg: Bg:0x400040,
w,1,394Ch,4h,float,Fg: Bg:0x400040,
AABBs[117],,3950h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.133604, 0.653041, 0.0861011, 1)",3950h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1336038,3950h,4h,float,Fg: Bg:0x400040,
y,0.6530405,3954h,4h,float,Fg: Bg:0x400040,
z,0.08610111,3958h,4h,float,Fg: Bg:0x400040,
w,1,395Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0366664, 0.412264, -0.144834, 1)",3960h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0366664,3960h,4h,float,Fg: Bg:0x400040,
y,0.412264,3964h,4h,float,Fg: Bg:0x400040,
z,-0.1448337,3968h,4h,float,Fg: Bg:0x400040,
w,1,396Ch,4h,float,Fg: Bg:0x400040,
AABBs[118],,3970h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.04, 0.661049, 0.0859807, 1)",3970h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.04,3970h,4h,float,Fg: Bg:0x400040,
y,0.6610492,3974h,4h,float,Fg: Bg:0x400040,
z,0.08598071,3978h,4h,float,Fg: Bg:0x400040,
w,1,397Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.12512, 0.418419, -0.145387, 1)",3980h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.12512,3980h,4h,float,Fg: Bg:0x400040,
y,0.4184194,3984h,4h,float,Fg: Bg:0x400040,
z,-0.1453868,3988h,4h,float,Fg: Bg:0x400040,
w,1,398Ch,4h,float,Fg: Bg:0x400040,
AABBs[119],,3990h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0362609, 0.661049, 0.0884189, 1)",3990h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0362609,3990h,4h,float,Fg: Bg:0x400040,
y,0.6610492,3994h,4h,float,Fg: Bg:0x400040,
z,0.0884189,3998h,4h,float,Fg: Bg:0x400040,
w,1,399Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.132489, 0.412264, -0.145387, 1)",39A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1324889,39A0h,4h,float,Fg: Bg:0x400040,
y,0.412264,39A4h,4h,float,Fg: Bg:0x400040,
z,-0.1453868,39A8h,4h,float,Fg: Bg:0x400040,
w,1,39ACh,4h,float,Fg: Bg:0x400040,
AABBs[120],,39B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0353834, 0.63668, 0.141793, 1)",39B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0353834,39B0h,4h,float,Fg: Bg:0x400040,
y,0.6366796,39B4h,4h,float,Fg: Bg:0x400040,
z,0.1417925,39B8h,4h,float,Fg: Bg:0x400040,
w,1,39BCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0787741, 0.537333, 0.0885295, 1)",39C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0787741,39C0h,4h,float,Fg: Bg:0x400040,
y,0.5373328,39C4h,4h,float,Fg: Bg:0x400040,
z,0.0885295,39C8h,4h,float,Fg: Bg:0x400040,
w,1,39CCh,4h,float,Fg: Bg:0x400040,
AABBs[121],,39D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.127527, 0.653534, 0.141793, 1)",39D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1275272,39D0h,4h,float,Fg: Bg:0x400040,
y,0.6535336,39D4h,4h,float,Fg: Bg:0x400040,
z,0.1417925,39D8h,4h,float,Fg: Bg:0x400040,
w,1,39DCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0694199, 0.426928, -0.0664215, 1)",39E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.06941991,39E0h,4h,float,Fg: Bg:0x400040,
y,0.4269278,39E4h,4h,float,Fg: Bg:0x400040,
z,-0.0664215,39E8h,4h,float,Fg: Bg:0x400040,
w,1,39ECh,4h,float,Fg: Bg:0x400040,
AABBs[122],,39F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0193808, 0.661049, 0.116011, 1)",39F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0193808,39F0h,4h,float,Fg: Bg:0x400040,
y,0.6610492,39F4h,4h,float,Fg: Bg:0x400040,
z,0.1160114,39F8h,4h,float,Fg: Bg:0x400040,
w,1,39FCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.125893, 0.437801, -0.0720613, 1)",3A00h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1258926,3A00h,4h,float,Fg: Bg:0x400040,
y,0.4378011,3A04h,4h,float,Fg: Bg:0x400040,
z,-0.0720613,3A08h,4h,float,Fg: Bg:0x400040,
w,1,3A0Ch,4h,float,Fg: Bg:0x400040,
AABBs[123],,3A10h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.13115, 0.653534, 0.141793, 1)",3A10h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1311497,3A10h,4h,float,Fg: Bg:0x400040,
y,0.6535336,3A14h,4h,float,Fg: Bg:0x400040,
z,0.1417925,3A18h,4h,float,Fg: Bg:0x400040,
w,1,3A1Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0694199, 0.42745, -0.0490542, 1)",3A20h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.06941991,3A20h,4h,float,Fg: Bg:0x400040,
y,0.42745,3A24h,4h,float,Fg: Bg:0x400040,
z,-0.0490542,3A28h,4h,float,Fg: Bg:0x400040,
w,1,3A2Ch,4h,float,Fg: Bg:0x400040,
AABBs[124],,3A30h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.133604, 0.632002, 0.0961134, 1)",3A30h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1336038,3A30h,4h,float,Fg: Bg:0x400040,
y,0.632002,3A34h,4h,float,Fg: Bg:0x400040,
z,0.09611341,3A38h,4h,float,Fg: Bg:0x400040,
w,1,3A3Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0213373, 0.412264, -0.105013, 1)",3A40h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0213373,3A40h,4h,float,Fg: Bg:0x400040,
y,0.412264,3A44h,4h,float,Fg: Bg:0x400040,
z,-0.1050131,3A48h,4h,float,Fg: Bg:0x400040,
w,1,3A4Ch,4h,float,Fg: Bg:0x400040,
AABBs[125],,3A50h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0193808, 0.655669, 0.116011, 1)",3A50h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0193808,3A50h,4h,float,Fg: Bg:0x400040,
y,0.6556686,3A54h,4h,float,Fg: Bg:0x400040,
z,0.1160114,3A58h,4h,float,Fg: Bg:0x400040,
w,1,3A5Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.132489, 0.418419, -0.0243423, 1)",3A60h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1324889,3A60h,4h,float,Fg: Bg:0x400040,
y,0.4184194,3A64h,4h,float,Fg: Bg:0x400040,
z,-0.0243423,3A68h,4h,float,Fg: Bg:0x400040,
w,1,3A6Ch,4h,float,Fg: Bg:0x400040,
AABBs[126],,3A70h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0454412, 0.655669, 0.122016, 1)",3A70h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0454412,3A70h,4h,float,Fg: Bg:0x400040,
y,0.6556686,3A74h,4h,float,Fg: Bg:0x400040,
z,0.1220156,3A78h,4h,float,Fg: Bg:0x400040,
w,1,3A7Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.132489, 0.418859, -0.105015, 1)",3A80h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.1324889,3A80h,4h,float,Fg: Bg:0x400040,
y,0.4188593,3A84h,4h,float,Fg: Bg:0x400040,
z,-0.105015,3A88h,4h,float,Fg: Bg:0x400040,
w,1,3A8Ch,4h,float,Fg: Bg:0x400040,
FileMeshBufferHeaders[3],,3A90h,30h,struct FmdlFileMeshBufferHeader,Fg: Bg:0x404000,
FileMeshBufferHeaders[0],,3A90h,10h,struct FmdlFileMeshBufferHeader,Fg: Bg:0x404000,
Type,FMDL_FILE_MESH_BUFFER_TYPE_VBUFFER (0),3A90h,2h,enum FMDL_FILE_MESH_BUFFER_TYPE,Fg: Bg:0x404000,
DataSize,122368,3A94h,4h,uint,Fg: Bg:0x404000,
DataOffset,0,3A98h,4h,uint,Fg: Bg:0x404000,
FileMeshBufferHeaders[1],,3AA0h,10h,struct FmdlFileMeshBufferHeader,Fg: Bg:0x404000,
Type,FMDL_FILE_MESH_BUFFER_TYPE_VBUFFER (0),3AA0h,2h,enum FMDL_FILE_MESH_BUFFER_TYPE,Fg: Bg:0x404000,
DataSize,294016,3AA4h,4h,uint,Fg: Bg:0x404000,
DataOffset,122368,3AA8h,4h,uint,Fg: Bg:0x404000,
FileMeshBufferHeaders[2],,3AB0h,10h,struct FmdlFileMeshBufferHeader,Fg: Bg:0x404000,
Type,FMDL_FILE_MESH_BUFFER_TYPE_INDEX_BUFFER (1),3AB0h,2h,enum FMDL_FILE_MESH_BUFFER_TYPE,Fg: Bg:0x404000,
DataSize,234656,3AB4h,4h,uint,Fg: Bg:0x404000,
DataOffset,416384,3AB8h,4h,uint,Fg: Bg:0x404000,
LodInfo,,3AC0h,10h,struct FmdlLodInfo,Fg: Bg:0x404040,
LodCount,8,3AC0h,2h,ushort,Fg: Bg:0x404040,
unknown0,6.059308e-05,3AC4h,4h,float,Fg: Bg:0x404040,
unknown1,0.0003501116,3AC8h,4h,float,Fg: Bg:0x404040,
unknown2,0.2,3ACCh,4h,float,Fg: Bg:0x404040,
IBufferSlices[208],,3AD0h,680h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
IBufferSlices[0],,3AD0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3AD0h,4h,uint,Fg: Bg:0x000020,
Count,51,3AD4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[1],,3AD8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,33,3AD8h,4h,uint,Fg: Bg:0x000020,
Count,39,3ADCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[2],,3AE0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,51,3AE0h,4h,uint,Fg: Bg:0x000020,
Count,30,3AE4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[3],,3AE8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,51,3AE8h,4h,uint,Fg: Bg:0x000020,
Count,30,3AECh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[4],,3AF0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,81,3AF0h,4h,uint,Fg: Bg:0x000020,
Count,21,3AF4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[5],,3AF8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,87,3AF8h,4h,uint,Fg: Bg:0x000020,
Count,18,3AFCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[6],,3B00h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,102,3B00h,4h,uint,Fg: Bg:0x000020,
Count,12,3B04h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[7],,3B08h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,108,3B08h,4h,uint,Fg: Bg:0x000020,
Count,9,3B0Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[8],,3B10h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3B10h,4h,uint,Fg: Bg:0x000020,
Count,150,3B14h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[9],,3B18h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,93,3B18h,4h,uint,Fg: Bg:0x000020,
Count,105,3B1Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[10],,3B20h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,168,3B20h,4h,uint,Fg: Bg:0x000020,
Count,69,3B24h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[11],,3B28h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,207,3B28h,4h,uint,Fg: Bg:0x000020,
Count,48,3B2Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[12],,3B30h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,240,3B30h,4h,uint,Fg: Bg:0x000020,
Count,30,3B34h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[13],,3B38h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,267,3B38h,4h,uint,Fg: Bg:0x000020,
Count,18,3B3Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[14],,3B40h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,273,3B40h,4h,uint,Fg: Bg:0x000020,
Count,12,3B44h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[15],,3B48h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,273,3B48h,4h,uint,Fg: Bg:0x000020,
Count,12,3B4Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[16],,3B50h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3B50h,4h,uint,Fg: Bg:0x000020,
Count,87,3B54h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[17],,3B58h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,45,3B58h,4h,uint,Fg: Bg:0x000020,
Count,84,3B5Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[18],,3B60h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,120,3B60h,4h,uint,Fg: Bg:0x000020,
Count,54,3B64h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[19],,3B68h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,144,3B68h,4h,uint,Fg: Bg:0x000020,
Count,48,3B6Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[20],,3B70h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,186,3B70h,4h,uint,Fg: Bg:0x000020,
Count,24,3B74h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[21],,3B78h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,210,3B78h,4h,uint,Fg: Bg:0x000020,
Count,18,3B7Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[22],,3B80h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,219,3B80h,4h,uint,Fg: Bg:0x000020,
Count,18,3B84h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[23],,3B88h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,219,3B88h,4h,uint,Fg: Bg:0x000020,
Count,18,3B8Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[24],,3B90h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3B90h,4h,uint,Fg: Bg:0x000020,
Count,171,3B94h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[25],,3B98h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,138,3B98h,4h,uint,Fg: Bg:0x000020,
Count,114,3B9Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[26],,3BA0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,210,3BA0h,4h,uint,Fg: Bg:0x000020,
Count,99,3BA4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[27],,3BA8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,270,3BA8h,4h,uint,Fg: Bg:0x000020,
Count,81,3BACh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[28],,3BB0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,336,3BB0h,4h,uint,Fg: Bg:0x000020,
Count,51,3BB4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[29],,3BB8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,381,3BB8h,4h,uint,Fg: Bg:0x000020,
Count,33,3BBCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[30],,3BC0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,408,3BC0h,4h,uint,Fg: Bg:0x000020,
Count,27,3BC4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[31],,3BC8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,426,3BC8h,4h,uint,Fg: Bg:0x000020,
Count,18,3BCCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[32],,3BD0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3BD0h,4h,uint,Fg: Bg:0x000020,
Count,585,3BD4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[33],,3BD8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,363,3BD8h,4h,uint,Fg: Bg:0x000020,
Count,426,3BDCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[34],,3BE0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,684,3BE0h,4h,uint,Fg: Bg:0x000020,
Count,276,3BE4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[35],,3BE8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,897,3BE8h,4h,uint,Fg: Bg:0x000020,
Count,192,3BECh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[36],,3BF0h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,1008,3BF0h,4h,uint,Fg: Bg:0x000020,
Count,132,3BF4h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[37],,3BF8h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,1122,3BF8h,4h,uint,Fg: Bg:0x000020,
Count,102,3BFCh,4h,uint,Fg: Bg:0x000020,
IBufferSlices[38],,3C00h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,1182,3C00h,4h,uint,Fg: Bg:0x000020,
Count,93,3C04h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[39],,3C08h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,1227,3C08h,4h,uint,Fg: Bg:0x000020,
Count,72,3C0Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[40],,3C10h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3C10h,4h,uint,Fg: Bg:0x000020,
Count,4788,3C14h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[41],,3C18h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,2616,3C18h,4h,uint,Fg: Bg:0x000020,
Count,4224,3C1Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[42],,3C20h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,5148,3C20h,4h,uint,Fg: Bg:0x000020,
Count,3492,3C24h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[43],,3C28h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,7509,3C28h,4h,uint,Fg: Bg:0x000020,
Count,2769,3C2Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[44],,3C30h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,9195,3C30h,4h,uint,Fg: Bg:0x000020,
Count,2391,3C34h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[45],,3C38h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,10587,3C38h,4h,uint,Fg: Bg:0x000020,
Count,2019,3C3Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[46],,3C40h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,11922,3C40h,4h,uint,Fg: Bg:0x000020,
Count,1740,3C44h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[47],,3C48h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,12777,3C48h,4h,uint,Fg: Bg:0x000020,
Count,1389,3C4Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[48],,3C50h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,0,3C50h,4h,uint,Fg: Bg:0x000020,
Count,1731,3C54h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[49],,3C58h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,882,3C58h,4h,uint,Fg: Bg:0x000020,
Count,1569,3C5Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[50],,3C60h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,1830,3C60h,4h,uint,Fg: Bg:0x000020,
Count,1428,3C64h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[51],,3C68h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,2604,3C68h,4h,uint,Fg: Bg:0x000020,
Count,1203,3C6Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[52],,3C70h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,3432,3C70h,4h,uint,Fg: Bg:0x000020,
Count,1032,3C74h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[53],,3C78h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,3939,3C78h,4h,uint,Fg: Bg:0x000020,
Count,891,3C7Ch,4h,uint,Fg: Bg:0x000020,
IBufferSlices[54],,3C80h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,4605,3C80h,4h,uint,Fg: Bg:0x000020,
Count,786,3C84h,4h,uint,Fg: Bg:0x000020,
IBufferSlices[55],,3C88h,8h,struct FmdlIBufferSlice,Fg: Bg:0x000020,
StartIndex,4890,3C88h,4h,uint,Fg: Bg:0x000020,
